name,description,icon,summary,rating,price,rank,date_latest,reviews,keywords
‎Gunslugs 2,"Support, tip and tricks: http://www.orangepixel.net/forum/ If you like over the top action, chaos, explosions, weirdness and don’t take it all too serious, then you know exactly what Gunslugs is all about.  --- TouchArcade - “If shooting enemies by the hundreds sounds like a rollicking good time, then check this out” AppSpy - “The most hectic shooter I’ve played in months” PocketGamer - “A sharp and well put together shooter, Gunslugs 2 might be a little too crazy for some, but it’s definitely worth a look”  --- A combination of fast run and gun gameplay mixed with elements of all our favorite movies and other pop-art from the 90s and 80s. STORY The Black Duck Army is back with new domination plans, this time they want to take the galaxy! Their signal towers are covering the planet, and alien technology seems to be used all over the place  Luckily the Gunslugs are here to stop them. CONTENT Seven worlds, 8 levels per world, end of level bosses, randomly generated inside-area's, tanks,hell-worms,rocket-launchers,aliens,lightning guns, huge spaceships, cut scenes, and so much more! GUNSLUGS This is the second title in the Gunslugs game series, Gunslugs games are chaotic run and gun games based on the over the top action movies of the 80's.  Don't take it too serious! have fun with the game and try to rescue the world: be the hero! For hints, tips and more, FOLLOW US at Twitter @orangepixel facebook.com/orangepixel",https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/1e/11/e8/1e11e830-04a2-8635-0b7d-670e87cc25aa/AppIcon-1x_U007emarketing-0-85-220-0-6.png/1200x630wa.png,,4.0 • 4 Ratings,$1.99,,"September 7, 2018","This game isn't even fun it's so hard. It's a shame too because it has a very cool vibe to it, but the game is ruined by the fact that it is impossible to not take continual damage and not die over and over and over....There are much more enjoyable platformers out there for iOS like Ammo Pigs, Shadow Blade, Star Knight, Paper Monsters Recut etc.This game just isn't fun. Don't buy it. ","Gunslugs 2, Pascal Bestebroer, Games, Adventure, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Sky Fighter Military Defence - Storm Missile,"The Sky Fighter Military Defense is one of the very best Early Access games. The most advanced fighter plane combat and flight simulator! You are under attack by the enemy. Your job in air strike is to battle against the multiple military air fighter in this adventurous shooting game!   This war has gone completely madness and everyone is firing... You're a pilot and it's War Time! Discover this fast paced shoot em up action game with hours, even days of fun. Dominate the skies and master the world’s most advanced combat aircraft as you experience the best looking, most action packed jet fighting game for iPad, iPhone and iPod Touch. This air force game is for hardcore gamers who enjoy the top latest FPS, shooting, simulation games.  FEATURES:  √  Improved the flight control system to ensure a better and smoother control.  √  Next-Gen 3D graphics with Retina Display √  Cockpit hud view for real life jet flying experience √  Great realistic graphics and game play √  Astonishing themes/background music √  Touch screen and acceleration controller  √  Radar System √  Change camera view √  Multiple new weapons √ Designed both iPad, iPhone and iPod Touch Battle it out in the skies for total air control! Fly a fighter jet against the best in the world, shoot down enemy jets and defend the nation for freedom!  This is a realistic war simulation. Fly your plane through a storm of missiles and bullets into the war zone! Strike your enemies out of the sky! The country needs its best pilots!  Good Luck Captain! This game is early access and will be update regularly.",https://is1-ssl.mzstatic.com/image/thumb/Purple7/v4/31/ff/2b/31ff2ba3-1216-f10f-d860-52bcda6c13c7/pr_source.jpg/1200x630wa.png,,,$0.99,,"September 3, 2015",,"Sky Fighter Military Defence - Storm Missile, Selim Aksoy, Games, Action, Sports, Adventure, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎MaximBady: Bullseye I YouTuber,"Hooooo my gad! YouTuber MaximBady becomes a superhero with the power of a rhino… and breaks stuff like a rhino in this great action game! Slide your finger and set him off – crash and bounce through many levels as quick as you can, hit all the thieves. Try not to smash up too much stuff – or whatever!  Soooooo…. features include: -	Smash thieves! -	Smash cars! -	Smash walls! -	Smash random people on the street! -	Smash EVERYTHING! Buy now for top humor and get guaranteed big ding-dong energy! Yalla!",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/4a/fd/3d/4afd3d76-eccc-ae92-f66e-daee2d577bdc/AppIcon-0-1x_U007emarketing-0-85-220-7.png/1200x630wa.png,MaximBady YouTuber action game,5.0 • 3 Ratings,$0.99,,,,"MaximBady: Bullseye I YouTuber, Midnight Pigeon, Games, Action, Casual, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Chaos Combat Chess,"Build your team of epic 3D characters, battle online opponents and compete in league play in Chaos Combat Chess, a new auto chess game of strategy, tactics, and skill from the makers of the global hit Chaos Battle League.   AUTO CHESS REIMAGINED All the strategy, none of the fuss. Jump into quick burst, super accessible gameplay sessions brought to life via elegant one-handed portrait action and incredible graphics.   BUILD YOUR TEAM Assemble a squad from over 50 chaotic chess characters across more than 10 skill classes and prepare for battle online.   MASTER YOUR CHESS TACTICS AND STRATEGY  Design the optimal formation and deploy your units on the chess board to blitz your opponent in an epic 3D arena battle.   STACK UP SYNERGIES Collect similar fighters and classes to build up powerful alliances, buffs and Rank Bonuses to dominate the league and evolve your powers.   BLITZ YOUR OPPONENTS Unleash your squad and blitz the competition in a 8v8, real-time multi-round match to be the last man standing.   CUSTOMIZE YOUR ARENA Unlock new skins, battle in new arenas, and collect new chess boards for you and your robot companion to play on.   UNLOCK REWARDS Increase your Chess Pass Level, complete Weekly Quests and Seasonal Challenges to unlock valuable rewards!   DOMINATE THE LEAGUE Collect trophies and rank up from pawn to king to climb the global league leaderboards and become the top player in the world!   Chaos Combat Chess is free to play though some in game items can be purchased with real money. If you want to limit this feature, please disable in-app purchases in your device settings. More Great Games by Rogue:bit.ly/RogueGamesApple Privacy Policy: https://rogueco.com/pp/  Terms of Service: https://rogueco.com/tos/",https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/8d/3c/0b/8d3c0ba9-98d0-b73a-70af-239fbfc34042/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/1200x630wa.png,Epic 3D Auto Chess Battles!,3.8 • 102 Ratings,Free,#54 in Strategy,"October 21, 2020","Won’t allow me to sell characters at all times. Some games are good and I can sell characters whenever, though in other games it’s nearly impossible until the round is over. Has caused me to lose some rounds 8( otherwise great game! This is a competent auto chess game. If you read through the bad comments, the majority of them are people who don’t know what an auto chess is and don’t know how to play. That being said it isn’t confusing, I didn’t play the tutorial and have won a few matches, including my first. I’d give it a try, it’s the only auto chess game that I have stuck with I originally downloaded this game on Steam, and when I saw they had a mobile version I was hyped! This app is just as good as the Steam version! I absolutely love this game! It did not disappoint!I would totally recommend this game to anyone who reads this!To all those people confused about aspects of the game (I saw quite a few poor reviews): just read the instructions. It’ll cover anything you need to know. If you are still confused, read the instructions again. Once again, this is a super fun game to play! I’m glad the developers brought it to mobile! ","Chaos Combat Chess, Rogue Games, Games, Strategy, Entertainment, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Tilt to Live,"** The 2010 Game of the Year – AppAdvice.com **  A 2010 Best App Ever Award Winner  A 2010 Staff Favorite – TouchArcade.com  A 2010 Top App of the Year – AppAddict.net  A Top 100 App of 2010 – theAppEra.com Features: • Fast, Frantic Action • Responsive Tilt Controls • Pick-Up & Play • 4 Exciting Gametypes! • 6 Unlockable Super-Weapons • 46 Award Challenges • Retina Display Compatible  • Game Center Leaderboards • Game Center Online & Offline co-op gameplay (via Viva la Turret Expansion) • Post Your Highscores on Twitter & Facebook Would you enjoy unleashing a screaming flock of heat-seeking cluster missiles? A flash-freezing blast of glacial ice? Or transforming into a buzz saw of razor-sharp spikes? Then you’re in luck. That stuff is in this game. Help yourself to a variety of unique gametypes, unlockable weapons, and diabolical award challenges. No buttons or thumbsticks to fumble around with, just tilt. Tilt for your life.",https://is4-ssl.mzstatic.com/image/thumb/Purple115/v4/80/b9/34/80b934d4-7a90-1116-85cd-7e8847b0bcab/mzl.zphohzgc.png/1200x630wa.png,,4.1 • 138 Ratings,$2.99,,"May 24, 2018","This is the best game ever created for iOS. I got the first iPad because of plants vs zombies, but I kept it  for tilt to live. This little gem has worked without fail on every iPad and iPhone until the most recent os update. I hope there’s one last update coming to keep it alive, even if it means releasing it as a new app that is have to pay for. I’ve been playing this since it came out. It’s a perfect 2 minutes of action. Did not like v2 as much, not as simple. I am afraid that this game will go away unless you are making money off it. Could you sell some skins for it? I’d love to pay you more to keep it going. ","Tilt to Live, One Man Left, Games, Casual, Action, Entertainment, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎PAC-MAN 256 - Endless Arcade Maze,"** Apple Best Games of 2015 ** ** Facebook The 10 Most Talked About Games of 2015 ** ** The Game Awards 2015 Nominated Best Mobile/Handheld Game ** From the creators of Crossy Road…   Cherries are red Ghosts are blue Munch a power pellet Get Lasers too!   PAC-MAN 256 is the maze that never ends. But the Glitch is coming for you… ------------------------------- FEATURES: ● PAC-MAN perfectly reinvented for your mobile phone or tablet  ● Outsmart ghosts with over 15 ridiculous power ups: Laser, Tornado, Giant and much more ● Stay ahead of the super-villain lurking in PAC-MAN since the beginning: The Glitch ● Take on a new gang of revived retro-ghosts including Sue, Funky, and Spunky ● Waka waka on PAC-DOTS and string a 256 combo for a super special surprise ● Controller support Like us:  facebook.com/CrossyRoad facebook.com/Pacman facebook.com/BandaiNamcoEU facebook.com/BandaiNamcoVancouver Follow us:  @CrossyRoad  @BandaiNamcoEU  @BandaiNamcoCA @3sprockets  Have any problems or suggestions? You can reach us at support-pacman256@bandainamcoent.eu. *iPhone 4 devices are not supported",https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/0f/10/d2/0f10d28e-45ad-46db-a08b-e52d79cd7574/mzl.balinmuo.png/1200x630wa.png,,4.6 • 11.6K Ratings,Free,,"November 28, 2016","Developed by the creators of Crossy Road, Pac-Man 256 takes the familiar classic in a whole new direction—infinite maze-running! As you chomp through a never-ending grid of dots, fruit, and multi-colored ghosts, a creeping glitch pushes you ever forward. Fortunately, a slew of upgrades—from lasers to bombs—will help you demolish ghosts and forge a new high score. It’s a lovingly assembled package that’ll delight both arcade aficionados and casual gamers. I love Pac-man. I always thought the classical frenzy would be my favorite, yet this twist, is amazing. It starts easy and gets harder, yet in a more frantic way. The power ups, power pellets, fruit that Pac man eats and gets more points than normal for a duration, and 256 dot-chains that destroy all ghosts on the screen, are all incredible. Also it is cool that the PAC dot chains are 256 of them since the original PAC man had 256 levels then was supposed to end, although I don't know how anyone is supposed to be that, which made the original fun as well. If I could make one suggestion, although this game seems to be perfect and I understand if it doesn't get added, is I would love to see the ability to upgrade fruits. Thank you for reading and I love this game so much! Once you've collected everything the only replay value is competing for 256 chains. I'm in the top 400 now and that's the only reason I keep playing. There are terrible bugs with the pac-dot chains. About 1 out of 5 times you eat a powerup it breaks the chain. I've lost many dozens of 256 chains because of this. Going the wrong way on the ""fast"" arrows usually breaks the PAC-dot chain. If the game lags at all then that breaks the PAC-dot chain. They need to have a better method of figuring out when the chain is broken besides timing based. However the powerup bug is the worst. Trying to level up all the power ups in this game is a huge joke. I have maxed out the main 3, but now that they increased the max level to 12 there's no way a person will play or pay to max out all 20 power ups. And that is one of the achievements - the final one I need - is having maxed out all power ups. It would cost hundreds of dollars if you actually paid for coins to do it. So they've really broken the cost / value ratio of this game, and that's made it impossible to get all achievements unless you want to spend an insane amount of money. ","PAC-MAN 256 - Endless Arcade Maze, BANDAI NAMCO Entertainment Europe, Games, Action, Casual, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Cow Jump: The steaks are high,Moooooooooooo! The steaks are high in Cow Jump as you guide Holstein the Cow on a jumping journey ever upwards towards the moon. Use the tilt controls on the Phone and Watch to move left and right. Jump from cloud to cloud to gain more height and points. Shoot the baddies with balls of green cud along the way. FEATURES: - Tilt controls on the Watch! - Jump over the moon for bonus points! - Jump on monsters to bring them down - Global leaderboard for Watch and Phone! How to play: Tilt to move left or right and tap the screen to shoot the baddie bats.,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/91/bd/00/91bd007a-25de-eda5-bc17-5982bbcc6a9d/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-10.png/1200x630wa.png,,5.0 • 1 Rating,$0.99,,"September 29, 2018",,"Cow Jump: The steaks are high, Abel Alho, Games, Adventure, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎MMX Racing,"THIS IS IT! Your chance to create a fire-breathing Monster Truck and race it head-to-head over spectacular jump filled courses. Over 15 Million players can't be wrong. ""This is the best Monster Truck game I've ever played"" - 5/5 HollyDK  Experience benchmark graphics, physics and adrenaline-filled excitement in MMX Racing, the must-have racing title of 2015.  SCREEN-BUSTING TRUCKS If we made the trucks any bigger, they wouldn’t fit in! NERVE-SHREDDING RACES Blank out your opponent, nail your start and focus on the finish line. It’s going to be tight! UNIQUE GAMEPLAY No gear-changes in sight! Launch your truck over huge jumps, timing your throttle action to perfection to stop things getting out-of-control. MONSTERIZING Pickup, muscle car, jeep or SUV...Upgrade and customise every aspect of your chosen ride. Turn it into the Monster you know it wants to be. RIVAL CRUSHING 10 different events, 30 challenging tracks and THOUSANDS of opponents in your way.  Can you rise through the MMX MULTIPLAYER ranks and reign supreme? Enough reading! Download now and join the BIGGEST racing scene on the App Store. ---------------------------------------------------------- Boring (but important) stuff below... Recommended hardware: iPhone 4S and higher, iPod touch 5th gen, iPad 2, iPad mini or higher. Requires iOS 7.1 or later. MMX Racing is free to play but you can choose to pay real money for certain items in-game. You can disable this option using your device settings.",https://is2-ssl.mzstatic.com/image/thumb/Purple62/v4/77/e1/62/77e16263-b7f9-660b-541f-5bc9a283ffa0/mzl.dteotsjg.png/1200x630wa.png,,4.6 • 7.3K Ratings,Free,,2016年8月18日,"Pretty cool game with really awesome graphics and vehicles. You can choose a name for your truck, but there needs to be more options for the names. In my opinion the best trucks and modifications are those that can only be purchased with Gold. It costs a lot of Gold to get these and it is very difficult to get the Gold Coins. You get them by placing in the top of the leader standings of the Season races, this is hard to do. You can watch a video to get one of these gold coins but most of the time the videos are not available. The last way to get the Gold is to purchase them with a credit card, but I don't have that kind of money, and that is the reason for 3 stars since you can't give half a star. If the Gold wasn't so hard to obtain then this would be a 5 star rating. So if you want to go all the way to the top of the leader boards in Season races for that big reward, be aware that it is very challenging but also very fun at the same time.Have Fun and Good Luck! Love this game add I just ran across it the other day. I started with you guys later release mmx hill climb 2 and loved it at first but the canyon stage got it deleted. Back to this release, I've literally stopped playing csr2 because of it and will eventually put add much money into it if you guys can give us an update. We need more options on the trucks, tuning etc. More customizing and more things to be purchased with cash or fewer gold's. The thing I love especially is that I can play off line and build my trucks up, but the issue I'm having as of late is where we start and finish a MP race online and it just freezes, I have to force close the game and come back. The record is accurate as I haven't lost but I hate that one inconvenience. Love the graphics! Enjoyable, yet challenging! With a little patience and fun racing challenges you can upgrade your vehicles without spending lots of money. The Support staff is helpful and does their best to answer your questions quickly, unlike so many others games. Only problem I’ve had is the program crashing in the WWF mode. It will allow me to race in Multiplayer, but I can’t race my cars in individual mode when I’m trying to gain WWF coins to upgrade. I press the RACE button and the program instantly crashes. I noticed recently Hutch upgraded and did some bug fixes on some of their other games. Hutch, could you PLEASE do that with MMX, too! I’m not ashamed to beg, because I love your game! 😊👍 English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese ","MMX Racing, Hutch Games Ltd, Games, Action, Racing, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎PE Servers - Custom Keyboard for Minecraft Pocket Edition,"Unofficial. Looking for an awesome Pocket Edition compatible keyboard?  Look no further — we've got you covered!  From the makers of Skin Studio and Papercraft Studio; we bring you.... the PE Servers Keyboard! NOTE: Full/open access is only required if you want the server list to be kept up-to-date, you do NOT have to enable this if you do not want to! We never transmit your keystrokes outside of the app, even if open access is enabled. Our custom keyboard allows you to:- • Open the keyboard right from within Pocket Edition! • Browse a list of hundreds of servers and have the keyboard type all the details for you — no need to switch apps or remember the hostname/ip address and port! • Mod friendly keyboard — type commands such as /spawn, /login, /register etc with a single keystroke!  It's never been easier to use server mods! • ASCII-moji! The game doesn't support regular Emoji characters, so we've added ASCII emojis to the keyboard.  Now you can :-), :-P and ;-) in just a single keystroke! • Full ABC123 (ASCII) keyboard so you can chat to your friends or add seeds in style!  The keyboard is complete with all the usual quirks you would expect from a keyboard including keycaps, numeric/alphabet, special characters, shift/caps lock and emoji (ascii). • Full instructions available in-app. • Keyboard can be used anywhere! Not just in-game! -- Why do I need this? -- • No need to switch apps/websites to find a server! • We check for server uptime and only show available servers! • You can't copy/paste hostnames and ports in the game.  So our keyboard types the full hostname/port for you without the need to remember anything. • Typing commands in PE can be time consuming on a smaller device — just press the :-) key to access a range of built-in commands. • The keyboard itself looks visually cohesive to the game — allowing you to immerse yourself fully in the game! It's completely private too — we DO NOT send your keystrokes to a server... the app works with/without Open Access enabled. • Because it's just awesome.  Okay?! ;-) -- Terms -- NOT OFFICIAL MINECRAFT PRODUCT. NOT APPROVED BY OR ASSOCIATED WITH MOJANG. This app is not officially endorsed by Minecraft/Mojang AB.  This app complies with the brand guidelines set by Mojang (https://account.mojang.com/terms#brand).  Minecraft is a trademark of Mojang AB: Minecraft ®/TM & © 2009-2015 Mojang.  Screenshots used in this app description/screenshots contain images of Minecraft: Pocket Edition (PE); use of such screenshots is considered Fair Use to showcase the use of this custom keyboard in a realistic setting – the primary use case of this custom keyboard is to type server addresses into the game and it therefore does not make sense to not use the PE imagery.",https://is5-ssl.mzstatic.com/image/thumb/Purple69/v4/aa/7b/21/aa7b215a-659e-45b0-7cbc-9de0da2d5f15/mzl.hggaqtcn.png/1200x630wa.png,,3.4 • 32 Ratings,$2.99,,"December 15, 2015","For the people who are struggling to use this, you go to settings, then you find keyboards, then you add this. One thing I would change about this is that there should be a way to make our own servers on here because I know that there are people like me who are short but would like to make a server (short on cash, that is) and can't. ","PE Servers - Custom Keyboard for Minecraft Pocket Edition, 57Digital Ltd, Games, Action, Simulation, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Tempest: Pirate Action RPG,"An adventure RPG that won the hearts of over 100.000 Steam players is now on your mobile! Become a daring pirate, prowl the seas on a ship armed to the teeth, trade, and assemble your crew from the best cutthroats. You will need a massive arsenal: cannons, mortars, flame throwers, and various rigging.  But you will only earn the most devastating sea artifacts for completing difficult and interesting multilevel quests. OPEN WORLD Endless travels over the boundless seas, full of adventures and mysteries. FASCINATING STORY Over a hundred quests on dozens of islands in three regions. PLAY WITH FRIENDS Share the huge world of Tempest with two friends: fight a war with each other, or become companions. NAUTICAL WONDER Buy ships, upgrade ships, and decorate ships. PIRACY WITH A BIT OF TRADE To buy cheaper and to sell dearer is not a pirate's path. Rob galleons, sink warships, and destroy forts! SEA MONSTERS The Kraken has brought its sea friends! NOT ONLY CANNONS Use mystic crystals to deflect enemy cannonballs, bring meteors down on enemies, or summon a giant octopus. ASSEMBLE A CREW OF CUTTHROATS Upgrade your pirates from green hands to salted sea wolves.",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/d7/61/32/d7613292-dd6e-75f4-3a4c-6f29228217f5/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/1200x630wa.png,Open world adventure with PvP!,4.6 • 991 Ratings,$7.99,,"February 25, 2020","I absolutely love this game and i have been playing it a lot and managed to notice some annoying bugs which would be awaome if it got changed.Bugs:- it crushes when taking loot (sometimes from ships u have destroyed and always on loot laying around near islands).- ships shoot the ship u have boarded and won it but they still keep shooting it even after u have control over it.Wanted changes:- it would be awsome if you could add feature where u could just press it and u will be directed to the location your chosen mission is.- would also be awsome to add more situational quests which would be up to u to decide. For example in mission of the “old pirates secrates” u must give them 10k to stop chasing and there is no option for u to not to and end it by force.- also adding more states of the relationships between u and other kingdoms would be good because it gets boring just going around the map in every location freely. For example if u have really bad relation ship in specific kingdom u will be chased and will have to fight them or escape using some kinds of artifacts (which i hope will be added).- and lastly i would love if u could attack ports and be able to capture them making it ur investment and defend it from attackers. Which than u could supply with guns and ammos and materials which would be late game but still possible. Definitely the best pirate-themed game for the iPad (by a large margin).  Picture it as a very polished Sid Meier’s Pirates! but with 25x the missions, stronger graphics, a fantastic score and 100% less redundant ballroom dancing.So why only 4 stars instead of 5?In a word: land.  This game has about a half dozen land quest types (they rotate randomly).  And its during these quests where the polish is tarnished.  A prime example: on a mission to save an Emperor’s daughter, you run to a pirate haven to save her. Often, the haven doesn’t render until you’re in the middle of town where you promptly get blown apart or trapped in geography.  Likewise, some trees don’t render and you’ll get stuck on them.  Perhaps the most common issue is the camera panning 180 degrees in the opposite direction of a fight because of some object behind you that you’re stuck on. Additionally, your pirate will move a bit oddly through the land missions as if on rails (randomly). If the developers could fix the issues with land quests (giving them the same polish as the vibrant sea battles), this game would be an easy 5 star winner and one of the best games on the iPad. UPDATE: With the newest update, my expectations have, indeed, been exceeded! 3rd person boarding and land missions are absolutely bonkers! Been on since day 1 and I hope this game NEVER dies! ORIGINAL:Supremely bummed to see my original review missing :( .   Anywho- this awesome pirate game is the best all-round free-roam pirate action RPG on the App Store! At first glance, simple mechanics and mission chasing are abound!      However, what most fail to see is the actual depth of the game. For starters, it's a social game that allows you to play with other people cooperatively or anonymously. You can also upgrade your crew AND captain. There are mysteriously powerful artifacts to find, mythical sea monsters, and a budget for all of it..so venture wisely. Otherwise, the graphics and camera angles matched with the realistic sounds give this game movie-like qualities...just zoom in on deck and sail for a while with your friends, it's a blast! Then cooperate in pirate battles...it's a literal blast!    Sixth Star!!! The 6th star goes to this game because the developers have gone above and beyond providing excellent customer service. They have responded to requests at lightning speeds and NEVER have I felt so appreciated as a customer and now a big fan! THANK YOU Herocraft! Requires iOS 9.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE (1st generation), iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPhone SE (2nd generation), iPhone 12 mini, iPhone 12, iPhone 12 Pro, iPhone 12 Pro Max, iPad Air, iPad Air Wi‑Fi + Cellular, iPad mini 2, iPad mini 2 Wi‑Fi + Cellular, iPad Air 2, iPad Air 2 Wi‑Fi + Cellular, iPad mini 3, iPad mini 3 Wi‑Fi + Cellular, iPad mini 4, iPad mini 4 Wi‑Fi + Cellular, iPad Pro (12.9‑inch), iPad Pro (12.9‑inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7‑inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5‑inch) Wi‑Fi + Cellular, iPad (6th generation), iPad (6th generation) Wi‑Fi + Cellular, iPad Pro (11‑inch), iPad Pro (11‑inch) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (3rd generation), iPad Pro (12.9‑inch) (3rd generation) Wi‑Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi‑Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi‑Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi‑Fi + Cellular, iPad Pro (11‑inch) (2nd generation), iPad Pro (11‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (4th generation), iPad Pro (12.9‑inch) (4th generation) Wi‑Fi + Cellular, iPad Air (4th generation), iPad Air (4th generation) Wi‑Fi + Cellular, iPad (8th generation), iPad (8th generation) Wi‑Fi + Cellular, iPod touch (6th generation), and iPod touch (7th generation). ","Tempest: Pirate Action RPG, HeroCraft Ltd., Games, Entertainment, Action, Role Playing, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Carnivores: Ice Age,"The most exciting hunting journey now takes you to Ice Age!  The only game which lets you see cool meat-eating Ice Age creatures in action and challenge them for ultimate survival! Carnivores: Ice Age is a hunting simulation that is completely true to life and totally breathtaking. You land on a distant planet inhabited by Ice Age creatures like mammoths, smilodons and giant bears and progress from a shy wildlife observer to a stealthy and ruthless Yeti hunter. All animals are in full 3D complete with their terrifying roars! • Chose time of day (night vision on!) • Fill the area with animals to your liking and skills • Equip with camouflage, cover scent or radar  • Pick a weapon and hunt or take the camera and observe • Store your prey in real-size trophy room • Go green and use tranquilizer instead of bullets • Read tips and tricks for every animal in ‘Dinopedia’ • Upgrade to PRO with one-time purchase to access 5 huge 3D hunting areas To anyone who played Carnivores on PC, guaranteed hours of nostalgia!   More Ice Age creatures and more maps are coming! The game is compatible with Fling controller.",https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/7e/70/f1/7e70f1b9-5c31-21f5-6261-a3bd971d54e3/AppIcon_Carnivores_IA-0-1x_U007emarketing-0-0-85-220-0-7.png/1200x630wa.png,,4.2 • 520 Ratings,Free,,"February 21, 2019","Let’s make this as short as can be so today I just figured out that you need to PAY to unlock the guns and animals.Now this ticks me off because I now have 1000 points that are now useless. I mean what is the point of even playing this game if you can’t unlock the guns and animals without paying?What I would like to see happen is you should be able to unlock the guns and animals based off of the amount of points you have.Overall this is a great game that I highly recommend but it’s just that one part that should be changed. I love the game and all, and I used to have it wayyy back then before you had to actually buy the app to unlock the other animals which is stupid , I wish the developers didn’t have to make you buy the app just to unlock the guns and the animals... hopefully they will change this soon cause if not I don’t see the point of having this game anymore..:/ I downloaded this game because I heard it was made by the same people who made Carnivores Dino hunter. AND I LOvED THAT GAME! I did a report on Dino hunter and Ice age has the same problem....TOO MANY ADS! Please only take away the ads that pop up randomly and please don’t do the same ads over and over and over and OVER again! But besides that this game is AWESOME! ","Carnivores: Ice Age, Tatem Games, Games, Entertainment, Action, Simulation, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
